FACTOR,CRIME_TYPE,COUNT,COMMUNITY_AREA,CORRELATION
traffic_bus,OFFENSE INVOLVING CHILDREN,7,36,0.8417078312998735
demo_hd01_vd28,BURGLARY,8,73,-0.8416744958632417
traffic_bus,BATTERY,7,53,0.8416650851687699
demo_hd01_vd34,GAMBLING,8,59,0.841664698114604
demo_hd01_vd01,GAMBLING,8,19,0.8416318121523576
demo_hd01_vd38,BATTERY,8,7,0.8416293029389337
demo_hd01_vd42,GAMBLING,8,33,0.8416232706901182
demo_hd01_vd38,CRIMINAL DAMAGE,8,21,0.8416155694636699
demo_hd01_vd51,THEFT,8,18,0.8416091945079469
demo_hd01_vd52,CRIMINAL DAMAGE,8,75,0.8415948385539703
demo_hd01_vd52,TOTAL,8,47,0.8415534200396154
demo_hd01_vd37,BATTERY,8,25,0.8415438883486427
demo_hd01_vd34,GAMBLING,8,5,0.8415276429835034
traffic_bus,TOTAL,7,65,0.8415103788089523
demo_hd01_vd14,ASSAULT,8,53,-0.8415042351900837
demo_hd01_vd35,THEFT,8,18,0.841473800179501
demo_hd01_vd17,CRIMINAL DAMAGE,608,0,0.8414532304618693
demo_hd01_vd16,KIDNAPPING,8,9,0.8414459688449202
demo_hd01_vd36,LIQUOR LAW VIOLATION,8,63,0.841439618503174
demo_hd01_vd53,PROSTITUTION,8,38,0.8413364507124157
demo_hd01_vd36,CRIMINAL TRESPASS,8,42,0.8413263300048602
demo_hd01_vd37,THEFT,8,22,0.8412813978994562
demo_hd01_vd53,TOTAL,8,12,0.8412600460243399
demo_hd01_vd08,CRIMINAL DAMAGE,8,12,0.8412476907446883
demo_hd01_vd59,TOTAL,8,47,0.8412406121896258
demo_hd01_vd28,BURGLARY,8,68,-0.8412390730780743
demo_hd01_vd52,BATTERY,8,2,0.8412283840587573
demo_hd01_vd08,NARCOTICS,8,19,0.8411947046177388
traffic_bus,TOTAL,7,38,0.8411639822802045
demo_hd01_vd21,THEFT,8,5,0.841136215207352
demo_hd01_vd36,BATTERY,8,15,0.8411303472200666
demo_hd01_vd39,CRIMINAL DAMAGE,8,49,0.8411254647855743
demo_hd01_vd28,TOTAL,8,61,-0.841101805762209
demo_hd01_vd14,NARCOTICS,8,28,-0.8410684360970008
traffic_bus,TOTAL,7,12,0.8410395942916613
demo_hd01_vd14,NARCOTICS,8,1,-0.8410084650518264
demo_hd01_vd39,TOTAL,8,46,0.8410063372899301
demo_hd01_vd14,BURGLARY,8,27,-0.8410044823052698
demo_hd01_vd51,TOTAL,8,15,0.8409985816346738
demo_hd01_vd59,KIDNAPPING,8,9,0.840998223113623
demo_hd01_vd56,NARCOTICS,8,35,0.8409853602188568
demo_hd01_vd39,BATTERY,8,72,0.8409448757911786
demo_hd01_vd21,DECEPTIVE PRACTICE,8,55,-0.8409348700419313
demo_hd01_vd27,OFFENSE INVOLVING CHILDREN,608,0,0.8409232371257083
demo_hd01_vd50,ROBBERY,8,42,0.8409002931070918
traffic_bus,THEFT,7,39,0.840894071699981
demo_hd01_vd37,OTHER OFFENSE,8,30,0.8408227368517905
demo_hd01_vd39,LIQUOR LAW VIOLATION,8,63,0.8408114686345749
demo_hd01_vd39,PROSTITUTION,8,20,0.8408101455693184
demo_hd01_vd29,TOTAL,8,47,0.840793983384074
demo_hd01_vd38,TOTAL,8,22,0.8407899619815121
demo_hd01_vd39,OTHER OFFENSE,8,2,0.8407662762320163
demo_hd01_vd38,BATTERY,8,68,0.8407630055703716
traffic_bus,BATTERY,7,19,0.8407623056577036
demo_hd01_vd52,OTHER OFFENSE,8,6,0.8407344362956778
demo_hd01_vd36,TOTAL,8,19,0.8406925277280685
demo_hd01_vd14,TOTAL,8,51,-0.8406738242742908
demo_hd01_vd39,CRIMINAL DAMAGE,8,57,0.8406677341577082
traffic_bus,TOTAL,7,67,0.8406661688637859
demo_hd01_vd33,CRIMINAL DAMAGE,8,57,0.8405781420350817
demo_hd01_vd49,GAMBLING,8,19,0.8405746254700872
demo_hd01_vd38,CRIMINAL TRESPASS,8,60,0.8405465386324463
demo_hd01_vd14,BURGLARY,8,45,-0.8405210670815783
demo_hd01_vd39,ASSAULT,8,20,0.8405096110683363
demo_hd01_vd52,CRIMINAL DAMAGE,8,62,0.8404802044819337
demo_hd01_vd38,OTHER OFFENSE,8,15,0.8404801652911056
demo_hd01_vd26,NARCOTICS,8,41,-0.8404722100832838
demo_hd01_vd39,TOTAL,8,36,0.8403783755167701
demo_hd01_vd52,CRIMINAL DAMAGE,8,17,0.8403691271112145
demo_hd01_vd37,DECEPTIVE PRACTICE,8,55,-0.840279261738329
traffic_bus,TOTAL,7,71,0.8402780954817949
demo_hd01_vd52,CRIMINAL DAMAGE,8,6,0.84026902137858
traffic_bus,THEFT,7,14,0.8402482907107173
demo_hd01_vd14,BATTERY,8,45,-0.8402478324409868
demo_hd01_vd38,PROSTITUTION,8,20,0.8402408854267553
traffic_bus,BATTERY,7,44,0.8402292561794437
demo_hd01_vd38,BURGLARY,8,52,0.8402137548484868
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,44,-0.8401902162549014
demo_hd01_vd08,TOTAL,8,48,0.8401281061354867
demo_hd01_vd53,CRIMINAL TRESPASS,8,70,0.840111120917038
demo_hd01_vd53,BATTERY,8,25,0.8400876223214746
demo_hd01_vd33,LIQUOR LAW VIOLATION,8,73,0.8400755817152377
demo_hd01_vd38,TOTAL,8,7,0.840054038792694
demo_hd01_vd50,BATTERY,8,56,0.8399935209370837
demo_hd01_vd39,ROBBERY,8,68,0.8399637977476841
demo_hd01_vd38,THEFT,8,19,0.8399071316253355
demo_hd01_vd42,OTHER OFFENSE,8,52,0.8398606118695517
demo_hd01_vd33,PROSTITUTION,8,3,0.8398240504031034
demo_hd01_vd51,PROSTITUTION,8,27,0.8398227752815792
demo_hd01_vd38,TOTAL,8,36,0.8397907267502478
demo_hd01_vd14,BURGLARY,8,52,-0.8397764057139211
demo_hd01_vd52,TOTAL,8,52,0.8397742059224229
demo_hd01_vd38,OTHER OFFENSE,8,40,0.8397332471101983
demo_hd01_vd38,CRIMINAL TRESPASS,8,38,0.8396937838906517
demo_hd01_vd51,CRIMINAL DAMAGE,8,6,0.8396685686450384
demo_hd01_vd14,TOTAL,8,19,-0.8396502430045242
traffic_bus,TOTAL,7,46,0.8396452627569676
demo_hd01_vd52,TOTAL,8,2,0.8396246156306821
demo_hd01_vd36,CRIMINAL TRESPASS,8,61,0.8396158637387031
demo_hd01_vd36,BURGLARY,8,38,0.8396101488601316
demo_hd01_vd52,BATTERY,8,19,0.8395987367415154
demo_hd01_vd35,PROSTITUTION,8,77,0.8395866868265242
demo_hd01_vd50,OTHER OFFENSE,8,5,0.8395609314286893
traffic_bus,BATTERY,7,15,0.8395595172941467
demo_hd01_vd46,TOTAL,8,47,0.8395439284896847
demo_hd01_vd14,TOTAL,8,71,-0.8395418463078762
traffic_bus,BATTERY,7,58,0.8395255080347522
demo_hd01_vd36,CRIMINAL DAMAGE,8,15,0.8395127483446045
demo_hd01_vd35,BURGLARY,8,38,0.8395090556128113
demo_hd01_vd33,PROSTITUTION,8,69,0.8395076763113821
demo_hd01_vd54,KIDNAPPING,8,9,0.8394664674420729
demo_hd01_vd29,CRIMINAL DAMAGE,8,18,0.8394495760938577
traffic_bus,OTHER OFFENSE,7,6,0.8394491654332291
demo_hd01_vd42,OTHER OFFENSE,8,19,0.8394419016748726
demo_hd01_vd39,TOTAL,8,75,0.8394356204513859
demo_hd01_vd27,TOTAL,608,0,0.8393581588050606
demo_hd01_vd49,ROBBERY,8,21,0.8393571248638036
demo_hd01_vd53,OTHER OFFENSE,8,2,0.8393436750233959
demo_hd01_vd56,PROSTITUTION,8,32,0.8393081332124269
demo_hd01_vd38,BURGLARY,8,38,0.8392917009471611
demo_hd01_vd53,OTHER OFFENSE,8,22,0.8392857536614198
demo_hd01_vd39,NARCOTICS,8,34,0.8391928809423516
demo_hd01_vd39,TOTAL,8,17,0.8391742005341447
traffic_bus,TOTAL,7,18,0.8391722339680466
demo_hd01_vd08,NARCOTICS,8,49,0.8391500203378254
demo_hd01_vd46,SEX OFFENSE,8,61,0.8391464311547266
demo_hd01_vd53,CRIMINAL DAMAGE,8,61,0.8391220673691449
demo_hd01_vd37,CRIMINAL DAMAGE,8,63,0.8390971284260768
demo_hd01_vd39,NARCOTICS,8,35,0.8390816053800804
demo_hd01_vd53,OTHER OFFENSE,8,70,0.8390662385985267
demo_hd01_vd37,OTHER OFFENSE,8,2,0.8390606761414461
demo_hd01_vd51,CRIMINAL TRESPASS,8,42,0.8390268310272084
demo_hd01_vd46,CRIMINAL DAMAGE,8,18,0.8389938460320984
demo_hd01_vd38,OTHER OFFENSE,8,21,0.8389635286991335
demo_hd01_vd38,TOTAL,8,55,0.8389633876130098
demo_hd01_vd08,TOTAL,8,55,0.8389573106428929
demo_hd01_vd59,PROSTITUTION,8,56,0.8389520752428067
demo_hd01_vd52,NARCOTICS,8,34,0.8389475991049804
demo_hd01_vd37,CRIMINAL DAMAGE,8,67,0.8389442660521998
demo_hd01_vd42,KIDNAPPING,8,9,0.8389395400888698
demo_hd01_vd28,BURGLARY,8,29,-0.8389108589553264
traffic_bus,BATTERY,7,48,0.8388779787955685
traffic_bus,TOTAL,7,14,0.8388725778925887
demo_hd01_vd50,OTHER OFFENSE,8,70,0.8388578009685149
traffic_bus,CRIMINAL DAMAGE,7,76,0.8388461243288866
demo_hd01_vd08,LIQUOR LAW VIOLATION,8,16,0.838843834510062
demo_hd01_vd28,BATTERY,8,24,-0.8388436191501549
demo_hd01_vd38,BATTERY,8,42,0.8388229726770232
demo_hd01_vd14,BATTERY,8,48,-0.8388028229471368
demo_hd01_vd14,ASSAULT,8,64,-0.8387942821065869
traffic_bus,OTHER OFFENSE,7,66,0.8387931558940989
demo_hd01_vd28,BATTERY,8,67,-0.838782926346148
demo_hd01_vd14,BURGLARY,8,66,-0.8387608759198457
demo_hd01_vd51,NARCOTICS,8,2,0.8387537130675389
demo_hd01_vd59,OTHER NARCOTIC VIOLATION,8,17,0.838730950058902
demo_hd01_vd59,CRIMINAL DAMAGE,8,15,0.8387106305265685
demo_hd01_vd19,KIDNAPPING,8,67,0.8387045460310956
demo_hd01_vd16,THEFT,8,18,0.8386969326946488
demo_hd01_vd50,NARCOTICS,8,33,0.8386833298161607
traffic_bus,NARCOTICS,7,59,0.838670501271173
demo_hd01_vd31,CRIMINAL DAMAGE,8,18,0.8386502736932557
demo_hd01_vd32,CRIMINAL DAMAGE,8,56,0.8386485959406015
demo_hd01_vd37,THEFT,8,17,0.838624894571692
demo_hd01_vd51,CRIMINAL DAMAGE,8,62,0.8385646765551572
demo_hd01_vd31,SEX OFFENSE,8,61,0.8385280589548068
demo_hd01_vd51,OTHER OFFENSE,8,19,0.838514382221869
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,53,-0.8385135343310516
demo_hd01_vd14,NARCOTICS,8,49,-0.8384876333632928
demo_hd01_vd42,NARCOTICS,8,12,0.8384803279107401
demo_hd01_vd14,TOTAL,8,2,-0.8384656918187746
demo_hd01_vd36,CRIMINAL DAMAGE,8,67,0.8384651510094515
demo_hd01_vd25,KIDNAPPING,8,9,0.8384641309581415
traffic_bus,BATTERY,7,23,0.8384593515280359
demo_hd01_vd42,GAMBLING,8,19,0.8384104622251226
demo_hd01_vd55,TOTAL,8,47,0.8384053227774769
traffic_bus,TOTAL,7,5,0.8383913723550652
demo_hd01_vd39,CRIMINAL TRESPASS,8,61,0.8383417020759752
demo_hd01_vd50,THEFT,8,18,0.8382693388150919
demo_hd01_vd32,CRIMINAL DAMAGE,8,18,0.838237566005559
demo_hd01_vd52,TOTAL,8,25,0.8382162027488317
demo_hd01_vd26,ASSAULT,8,66,-0.8381944721473532
demo_hd01_vd31,CRIMINAL DAMAGE,8,56,0.8381909802029607
demo_hd01_vd37,TOTAL,8,10,0.8381722713049304
demo_hd01_vd14,MOTOR VEHICLE THEFT,8,68,-0.8381529697515373
demo_hd01_vd50,PROSTITUTION,8,69,0.8381426674252921
traffic_bus,ASSAULT,7,19,0.8381375688826017
demo_hd01_vd01,INTIMIDATION,8,43,0.8381297100035513
demo_hd01_vd53,ROBBERY,8,21,0.8381218367349077
demo_hd01_vd14,BURGLARY,8,63,-0.8380984754459787
demo_hd01_vd31,TOTAL,8,47,0.8380842539133059
demo_hd01_vd56,BATTERY,8,15,0.83807912082324
demo_hd01_vd38,OTHER OFFENSE,8,5,0.8380715109840147
demo_hd01_vd38,THEFT,8,18,0.8380578258529011
demo_hd01_vd51,CRIMINAL DAMAGE,8,16,0.8380413803271693
demo_hd01_vd49,CRIMINAL DAMAGE,8,49,0.8380250919430563
demo_hd01_vd37,WEAPONS VIOLATION,8,23,0.8380214715401193
traffic_bus,BATTERY,7,62,0.8380180457631069
demo_hd01_vd16,CRIMINAL DAMAGE,8,18,0.8380112103905504
demo_hd01_vd37,CRIMINAL DAMAGE,8,69,0.8380022552611451
demo_hd01_vd52,GAMBLING,8,1,0.8379991617531292
traffic_bus,ASSAULT,7,25,0.8379949679334434
demo_hd01_vd47,OTHER OFFENSE,8,31,0.8379908940917367
demo_hd01_vd28,BATTERY,8,38,-0.8379507258986357
demo_hd01_vd50,TOTAL,8,57,0.8379413094748499
traffic_bus,OTHER OFFENSE,7,3,0.8379402885238975
demo_hd01_vd37,ASSAULT,8,25,0.8379208587944397
demo_hd01_vd41,SEX OFFENSE,8,61,0.8379182389033019
demo_hd01_vd59,TOTAL,8,57,0.837916729462006
demo_hd01_vd51,THEFT,8,17,0.8379070029794774
demo_hd01_vd51,OTHER OFFENSE,8,24,0.8378679598195139
demo_hd01_vd36,TOTAL,8,46,0.837818965275278
demo_hd01_vd53,OTHER OFFENSE,8,40,0.8377953525424937
traffic_bus,TOTAL,7,70,0.8377933587878607
demo_hd01_vd32,SEX OFFENSE,8,61,0.8377878065153618
traffic_bus,CRIMINAL DAMAGE,7,21,0.8377601224512957
demo_hd01_vd17,CRIM SEXUAL ASSAULT,608,0,0.837756395659611
traffic_bus,BATTERY,7,49,0.837749660389699
demo_hd01_vd52,CRIMINAL DAMAGE,8,7,0.8377212542666249
demo_hd01_vd38,BURGLARY,8,44,0.8377046442064476
demo_hd01_vd36,BATTERY,8,2,0.8376989407194244
demo_hd01_vd53,OTHER OFFENSE,8,6,0.8376982993307795
demo_hd01_vd42,CRIMINAL DAMAGE,8,57,0.8376950453571308
demo_hd01_vd36,OTHER OFFENSE,8,2,0.8376887720772933
demo_hd01_vd42,PROSTITUTION,8,69,0.8376782494333119
demo_hd01_vd33,OTHER OFFENSE,8,19,0.837676892955718
demo_hd01_vd38,NARCOTICS,8,8,0.8376637276628293
demo_hd01_vd36,PROSTITUTION,8,38,0.8376468984892746
demo_hd01_vd40,OTHER NARCOTIC VIOLATION,8,24,0.8376466697830435
traffic_bus,DECEPTIVE PRACTICE,7,3,0.8376024911687914
demo_hd01_vd46,CRIMINAL DAMAGE,8,56,0.8375852665810362
demo_hd01_vd36,PROSTITUTION,8,23,0.8375842859039886
demo_hd01_vd08,BATTERY,8,35,0.8375721201274626
demo_hd01_vd36,ROBBERY,8,75,0.8375560353461322
demo_hd01_vd53,ASSAULT,8,68,0.8375527719115945
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,66,-0.8375371341076774
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,66,-0.8375101177188551
demo_hd01_vd53,CRIMINAL DAMAGE,8,56,0.8375005003721857
demo_hd01_vd59,CRIMINAL DAMAGE,8,64,0.8374931143487613
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,73,-0.8374892141886425
demo_hd01_vd29,KIDNAPPING,8,9,0.8374787475057384
demo_hd01_vd42,TOTAL,8,57,0.83746757754907
demo_hd01_vd08,BATTERY,8,32,-0.837432940754953
demo_hd01_vd36,OTHER OFFENSE,8,22,0.8374235784324685
demo_hd01_vd40,INTIMIDATION,8,43,0.8374160682232655
demo_hd01_vd36,BATTERY,8,71,0.8374022729480001
demo_hd01_vd45,OTHER NARCOTIC VIOLATION,8,24,0.8373953654144815
demo_hd01_vd01,CRIMINAL TRESPASS,8,5,0.8373904874421255
demo_hd01_vd36,TOTAL,8,38,0.8373629757832496
demo_hd01_vd47,NARCOTICS,8,33,0.8373612567430715
demo_hd01_vd42,INTIMIDATION,8,76,0.8373568342848057
demo_hd01_vd38,CRIMINAL DAMAGE,8,6,0.8373508279215417
demo_hd01_vd50,ROBBERY,8,21,0.8373418682284541
demo_hd01_vd50,BURGLARY,8,38,0.837340744253677
demo_hd01_vd56,CRIMINAL DAMAGE,8,14,0.837324002459308
demo_hd01_vd39,TOTAL,8,62,0.8373173267010686
demo_hd01_vd38,CRIMINAL DAMAGE,8,12,0.8372847557847811
demo_hd01_vd35,CRIMINAL DAMAGE,8,49,0.8372667221289606
demo_hd01_vd56,DECEPTIVE PRACTICE,8,55,-0.8372488529926413
demo_hd01_vd56,CRIMINAL DAMAGE,8,21,0.8372353861294106
demo_hd01_vd36,GAMBLING,8,53,0.8372119992203342
demo_hd01_vd36,CRIMINAL DAMAGE,8,14,0.8372053782117654
demo_hd01_vd41,NARCOTICS,8,33,0.8371816954257139
demo_hd01_vd42,TOTAL,8,47,0.8371771571227189
demo_hd01_vd37,CRIMINAL DAMAGE,8,77,0.8371759380955563
demo_hd01_vd33,TOTAL,8,18,0.8371679941765622
demo_hd01_vd01,CRIMINAL TRESPASS,8,33,0.8371653249000175
demo_hd01_vd52,CRIMINAL TRESPASS,8,70,0.8371622058453173
demo_hd01_vd50,OTHER OFFENSE,8,52,0.8371322399801826
demo_hd01_vd39,BATTERY,8,7,0.8371234773517028
demo_hd01_vd56,PROSTITUTION,8,21,0.8371109981729418
demo_hd01_vd14,TOTAL,8,77,-0.8371070706802476
demo_hd01_vd37,THEFT,8,14,0.8370888611069701
demo_hd01_vd37,OTHER OFFENSE,8,38,0.8370768614189493
demo_hd01_vd53,TOTAL,8,65,0.8370580432290008
demo_hd01_vd38,BATTERY,8,25,0.8370392526794919
traffic_bus,TOTAL,7,2,0.8370253906871313
demo_hd01_vd37,ROBBERY,8,20,0.8370169734689715
demo_hd01_vd39,ASSAULT,8,68,0.8370012632275066
demo_hd01_vd52,TOTAL,8,36,0.8369942993133621
demo_hd01_vd52,THEFT,8,5,0.8369831530368372
traffic_bus,TOTAL,7,40,0.8369397817363284
demo_hd01_vd57,KIDNAPPING,8,9,0.8369336117915478
demo_hd01_vd52,ASSAULT,8,68,0.83692573135137
demo_hd01_vd38,THEFT,8,2,0.8368925344893812
traffic_bus,TOTAL,7,64,0.8368168397075981
demo_hd01_vd36,TOTAL,8,62,0.8368065179312373
demo_hd01_vd52,PROSTITUTION,8,28,0.8368056612059946
demo_hd01_vd14,PUBLIC PEACE VIOLATION,8,1,-0.8367592544505688
demo_hd01_vd56,CRIMINAL TRESPASS,8,5,0.8367436322187903
traffic_bus,THEFT,7,75,0.8367411286609714
demo_hd01_vd53,CRIMINAL DAMAGE,8,55,0.8367354178760004
demo_hd01_vd39,BATTERY,8,22,0.8366642411400868
demo_hd01_vd35,BURGLARY,8,42,0.8366602057994336
demo_hd01_vd24,THEFT,8,12,0.836657516470463
demo_hd01_vd27,ROBBERY,608,0,0.8366411081235625
traffic_bus,BATTERY,7,74,0.8366371366156249
demo_hd01_vd38,CRIMINAL DAMAGE,8,1,0.836631037409666
demo_hd01_vd35,ROBBERY,8,42,0.8366288067767005
demo_hd01_vd37,WEAPONS VIOLATION,8,22,0.8366190441803717
demo_hd01_vd42,THEFT,8,18,0.836587138775176
demo_hd01_vd28,WEAPONS VIOLATION,8,63,-0.8365852388144208
demo_hd01_vd56,OTHER OFFENSE,8,22,0.8365770046576263
demo_hd01_vd32,TOTAL,8,47,0.8365564137720017
demo_hd01_vd49,OTHER NARCOTIC VIOLATION,8,24,0.836540662856636
demo_hd01_vd50,CRIMINAL DAMAGE,8,57,0.8365269334074746
demo_hd01_vd51,PROSTITUTION,8,38,0.8365245332703811
demo_hd01_vd36,NARCOTICS,8,22,0.8365138094262573
traffic_bus,TOTAL,7,42,0.836441857413318
demo_hd01_vd30,KIDNAPPING,8,9,0.8364408134517056
demo_hd01_vd39,TOTAL,8,42,0.8364359030725014
demo_hd01_vd14,TOTAL,8,58,-0.8364356266413341
demo_hd01_vd35,PROSTITUTION,8,69,0.8363803834979934
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,49,-0.8363766858095687
demo_hd01_vd52,MOTOR VEHICLE THEFT,8,68,0.8363666475223109
demo_hd01_vd51,NARCOTICS,8,64,0.8363245699706211
demo_hd01_vd33,ROBBERY,8,42,0.8362927594063885
demo_hd01_vd38,BURGLARY,8,1,0.8362828199750311
demo_hd01_vd39,PROSTITUTION,8,27,0.8362650646080874
demo_hd01_vd53,OTHER OFFENSE,8,30,0.8362610577780861
demo_hd01_vd56,CRIMINAL DAMAGE,8,52,0.8362489658893525
demo_hd01_vd49,TOTAL,8,47,0.8362363254974604
demo_hd01_vd35,KIDNAPPING,8,9,0.836229694365318
demo_hd01_vd38,OTHER OFFENSE,8,10,0.8362291929205148
demo_hd01_vd50,CRIMINAL DAMAGE,8,19,0.8362274473248464
demo_hd01_vd20,TOTAL,8,18,0.8362052137472115
demo_hd01_vd39,GAMBLING,8,35,0.8361855449427147
demo_hd01_vd42,CRIMINAL DAMAGE,8,62,0.8361784412532484
demo_hd01_vd01,CRIMINAL DAMAGE,8,18,0.8361752990146213
demo_hd01_vd26,ROBBERY,8,53,-0.8361364416213488
demo_hd01_vd52,OTHER OFFENSE,8,40,0.836136340109235
demo_hd01_vd33,PROSTITUTION,8,56,0.8361256968361489
demo_hd01_vd37,ROBBERY,8,22,0.836070820740009
demo_hd01_vd08,DECEPTIVE PRACTICE,8,55,-0.8360556193906771
demo_hd01_vd50,CRIMINAL DAMAGE,8,74,0.8360355724820165
demo_hd01_vd36,BATTERY,8,56,0.8360219530682672
demo_hd01_vd56,CRIMINAL DAMAGE,8,19,0.8360161088802374
traffic_bus,TOTAL,7,75,0.835986454344852
demo_hd01_vd37,OTHER OFFENSE,8,22,0.8359794851128204
demo_hd01_vd28,TOTAL,8,40,-0.8359634514637893
demo_hd01_vd35,OTHER OFFENSE,8,74,0.8359547639103974
demo_hd01_vd51,CRIMINAL DAMAGE,8,61,0.8358848051421659
demo_hd01_vd36,OTHER OFFENSE,8,5,0.8358564442205574
demo_hd01_vd49,OTHER NARCOTIC VIOLATION,8,2,0.8358487252868754
demo_hd01_vd27,PUBLIC PEACE VIOLATION,8,34,0.8358392765797673
demo_hd01_vd52,TOTAL,8,75,0.8358221291728357
demo_hd01_vd37,INTERFERENCE WITH PUBLIC OFFICER,8,26,-0.8358014919687426
demo_hd01_vd51,CRIMINAL TRESPASS,8,75,0.8357272197812791
demo_hd01_vd36,GAMBLING,8,38,0.8357268871113841
demo_hd01_vd39,PROSTITUTION,8,23,0.8357252652532289
demo_hd01_vd52,BATTERY,8,23,0.8357192084268107
demo_hd01_vd53,ROBBERY,8,42,0.835710661475427
demo_hd01_vd14,DECEPTIVE PRACTICE,8,38,0.8356983675244956
demo_hd01_vd52,BATTERY,8,56,0.8356953984293665
demo_hd01_vd21,CRIMINAL DAMAGE,8,74,0.8356873287250182
demo_hd01_vd38,CRIMINAL DAMAGE,8,15,0.8356587656280983
demo_hd01_vd37,OTHER OFFENSE,8,10,0.8356420164442601
demo_hd01_vd37,TOTAL,8,22,0.8356383952073753
demo_hd01_vd57,GAMBLING,8,5,0.8356339725887981
demo_hd01_vd39,CRIMINAL DAMAGE,8,12,0.8355574271037717
demo_hd01_vd38,NARCOTICS,8,34,0.8355568427214933
demo_hd01_vd37,NARCOTICS,8,12,0.8355559567110395
traffic_bus,TOTAL,7,68,0.8355529861255473
demo_hd01_vd08,OTHER OFFENSE,8,77,0.8355500359370457
demo_hd01_vd41,TOTAL,8,47,0.8355381614018721
demo_hd01_vd14,CRIMINAL DAMAGE,8,60,-0.8354875153399465
demo_hd01_vd36,ASSAULT,8,49,0.8354837541978299
demo_hd01_vd36,CRIMINAL DAMAGE,8,55,0.8354727312310688
demo_hd01_vd49,CRIMINAL DAMAGE,8,57,0.8354717026511437
demo_hd01_vd39,CRIMINAL DAMAGE,8,67,0.8354340137140172
traffic_bus,CRIMINAL DAMAGE,7,49,0.8354333415321609
demo_hd01_vd49,LIQUOR LAW VIOLATION,8,73,0.8353955894969027
demo_hd01_vd18,NARCOTICS,8,12,0.8353885564222544
demo_hd01_vd29,CRIMINAL DAMAGE,8,55,0.835357367680765
demo_hd01_vd36,CRIMINAL TRESPASS,8,60,0.8353427140120407
demo_hd01_vd37,ROBBERY,8,7,0.8353405705782351
demo_hd01_vd51,TOTAL,8,35,0.835339952731381
demo_hd01_vd53,ASSAULT,8,40,0.835316186374173
demo_hd01_vd38,PROSTITUTION,8,8,0.8353106757613371
demo_hd01_vd36,TOTAL,8,49,0.8352876730132135
demo_hd01_vd49,THEFT,8,17,0.8352876373021368
demo_hd01_vd51,CRIMINAL DAMAGE,8,63,0.8352688029353087
demo_hd01_vd49,OTHER OFFENSE,8,52,0.8352609461547138
demo_hd01_vd39,CRIMINAL DAMAGE,8,15,0.8352552811104235
demo_hd01_vd14,OTHER OFFENSE,8,11,-0.83525067628696
demo_hd01_vd14,TOTAL,8,46,-0.8352299869855704
demo_hd01_vd55,CRIMINAL DAMAGE,8,56,0.8352134131635516
demo_hd01_vd52,PROSTITUTION,8,69,0.8351819268559849
demo_hd01_vd24,TOTAL,8,47,0.8351649679331385
traffic_bus,OTHER OFFENSE,7,30,0.8351520144664697
demo_hd01_vd37,CRIMINAL DAMAGE,8,68,0.8351517934543501
demo_hd01_vd33,CRIMINAL DAMAGE,8,62,0.8351458547449648
demo_hd01_vd36,GAMBLING,8,35,0.8351099019185557
demo_hd01_vd14,TOTAL,8,38,-0.8350724628658478
demo_hd01_vd14,TOTAL,8,73,-0.8350629291547884
demo_hd01_vd39,KIDNAPPING,8,41,0.8350504032735745
demo_hd01_vd42,CRIMINAL DAMAGE,8,64,0.8350406068013985
demo_hd01_vd36,PROSTITUTION,8,28,0.8350380463889477
demo_hd01_vd33,PROSTITUTION,8,20,0.8350204659911734
demo_hd01_vd39,NARCOTICS,8,64,0.8350006932808562
demo_hd01_vd48,TOTAL,8,47,0.8349724336119954
demo_hd01_vd39,TOTAL,8,1,0.8349592067510817
demo_hd01_vd38,TOTAL,8,40,0.8349395582204779
traffic_bus,ASSAULT,7,50,0.834928255230847
traffic_bus,BATTERY,7,10,0.8349215660351521
demo_hd01_vd53,OTHER OFFENSE,8,5,0.8349085882120929
demo_hd01_vd04,NARCOTICS,8,12,0.8348723874234141
demo_hd01_vd51,THEFT,8,19,0.8348679597396891
demo_hd01_vd14,BATTERY,8,63,-0.8348589449782976
demo_hd01_vd59,CRIMINAL DAMAGE,8,49,0.8348479680939946
demo_hd01_vd53,CRIMINAL DAMAGE,8,63,0.8348379552414166
demo_hd01_vd38,CRIMINAL DAMAGE,8,75,0.8348351288799223
demo_hd01_vd51,TOTAL,8,44,0.8347998729748173
traffic_bus,CRIMINAL DAMAGE,7,6,0.8347791651474343
demo_hd01_vd50,CRIMINAL DAMAGE,8,6,0.8347688881523365
traffic_bus,CRIMINAL DAMAGE,7,24,0.8347535034706541
demo_hd01_vd51,TOTAL,8,25,0.834753014055987
demo_hd01_vd17,OFFENSE INVOLVING CHILDREN,608,0,0.8347128024277729
demo_hd01_vd39,ASSAULT,8,40,0.8346609816770603
demo_hd01_vd38,TOTAL,8,70,0.834644644975034
demo_hd01_vd38,TOTAL,8,53,0.8345767531661606
traffic_bus,TOTAL,7,21,0.8345751996236543
demo_hd01_vd26,BURGLARY,8,73,-0.8345569574775927
